LOC_ID,site,land_cover,temp,temp_seas,land_temp,precip,precip_seas,water_dist,WDPA,closed_prop,open_prop,other_prop,ID.x,hum_pop,log_hum_pop,ID.y,slope,rough_range,ID,clay
Site 88,KOJ,11,18.17499924,64.93003845,32.30012894,784,64.14112091,761.8451538,4,0.131654882,0.831182421,0.037162698,303,571,6.349138991,303,3.126630779,4.16943865,303,24.03508772
Site 89,KOJ,11,18.36249924,64.98686981,32.21201706,816,65.8772049,179.568634,4,0.101090817,0.882102993,0.01680619,304,441,6.091309882,304,2.892888177,3.809399072,304,23.46551724
Site 90,KOJ,11,18.45416641,64.8234787,32.21201706,825,65.37247467,348.6236572,4,0.110547346,0.856948056,0.032504598,305,421,6.045005314,305,2.755941363,3.711963524,305,22.63793103
Site 85,KOJ,11,18.09166718,63.81199265,32.23614883,780,63.78377151,1092.273438,4,0.007896239,0.98909114,0.003012621,306,622,6.434546519,306,2.90207541,3.837860615,306,24.30909091
Site 100,KOJ,2,17.67499924,63.87130356,31.39472771,719,62.00790024,1837.333008,4,0.136732623,0.846175799,0.017091578,307,887,6.788971743,307,7.437522083,10.3626637,307,22.54545455
Site 91,KOJ,2,17.89166641,64.23793793,31.64687538,758,62.30518723,787.4605103,4,0.573439878,0.395896753,0.030663369,308,748,6.618738984,308,3.277186471,4.387462292,308,25.34482759
Site 92,KOJ,2,17.59583282,64.68308258,31.19099808,720,59.78142929,1314.846924,4,0.350363112,0.628294168,0.02134272,309,672,6.51174533,309,5.593244655,7.626941185,309,24.42592593
Site 93,KOJ,11,17.63333321,65.41244507,30.91566086,727,59.94122314,1314.846924,4,0.350792644,0.610399493,0.038807863,310,722,6.583409222,310,4.706337453,6.345144555,310,24.70689655
Site 94,KOJ,2,17.72500038,63.04760361,31.31539536,726,61.3455162,871.2033081,4,0.104859173,0.865992134,0.029148693,311,705,6.559615237,311,3.667690243,4.94121985,311,22.81034483
Site 95,KOJ,11,17.75416756,64.15387726,31.67581177,735,61.41630554,493.0282898,4,0.140954495,0.836816236,0.022229269,312,643,6.467698726,312,3.44349849,4.613129891,312,24.03508772
Site 96,KOJ,11,17.92499924,64.57904053,32.18964767,755,62.1334877,1245.084473,4,0.236215479,0.751196931,0.01258759,313,621,6.432940093,313,3.323086618,4.444275987,313,24.34482759
Site 97,KOJ,11,18.08749962,65.05679321,32.32273865,775,64.20368195,1205.612183,4,0.017725212,0.979769794,0.002504994,314,604,6.405228458,314,2.643944227,3.525572358,314,25.36206897
Site 98,KOJ,11,17.94166756,65.15132904,32.33732224,748,63.10165024,668.1824341,4,0.075669161,0.916687809,0.007643029,315,672,6.51174533,315,4.732429832,6.526281496,315,23.27272727
Site 101,KOJ,11,17.46666718,63.40107727,30.59569359,712,58.15222931,507.8967896,4,0.121452355,0.867100048,0.011447598,316,697,6.548219103,316,7.022616419,9.627953325,316,26.625
Site 104,KOJ,11,17.07083321,64.08298492,29.44282913,710,57.01773071,670.0358887,4,0.066049109,0.921705476,0.012245416,317,762,6.637258031,317,7.134664696,9.732095498,317,32.01666667
Site 105,KOJ,11,17.10416603,64.33076477,28.50538254,722,57.95627594,897.8431396,NA,0.134656857,0.86007865,0.005264493,318,765,6.64118217,318,4.542939552,6.217791828,318,33.3
Site 106,KOJ,11,17.375,62.86711502,29.88783646,749,59.76802063,1021.879883,4,0.181019722,0.805631302,0.013348976,319,829,6.721425701,319,4.752544161,6.609807018,319,33.60714286
Site 107,KOJ,11,17.45833397,63.77636337,30.34247589,744,59.64153671,1007.21106,4,0.004090693,0.993087046,0.002822261,320,803,6.689599269,320,4.366402427,5.921081828,320,28.93103448
Site 109,KOJ,11,17.75416565,63.54878616,30.83662415,757,61.78227997,179.568634,4,0.273355743,0.700830849,0.025813408,321,742,6.610696045,321,3.419884204,4.655347521,321,26.43636364
Site 110,KOJ,2,17.73333359,63.86539459,31.14147568,749,61.80220795,1254.01709,4,0.423597679,0.543076386,0.033325935,322,759,6.633318433,322,3.615612911,4.900609938,322,28.94827586
Site 108,KOJ,11,17.40416718,63.90541458,30.51229668,722,58.9497757,1452.005615,4,0.094853011,0.889163733,0.015983256,323,762,6.637258031,323,4.840893175,6.600081846,323,27.77586207
Site 102,KOJ,6,17.09583282,63.33382034,30.33555984,690,56.86987686,1812.870361,4,0.096870343,0.882772616,0.020357041,324,775,6.65415252,324,8.456683246,11.53217428,324,30.11666667
Site 111,KOJ,11,17.56666756,63.82979584,30.51229668,743,60.64195251,1196.318237,4,0.038653011,0.951580683,0.009766306,325,787,6.66949809,325,5.174645164,6.975221796,325,29.32758621
Site 112,KOJ,11,17.76666641,64.67870331,30.87893105,771,61.85444641,944.9526367,4,0.000665885,0.995782731,0.003551384,326,947,6.854354502,326,2.750543063,3.646673493,326,31.06896552
Site 113,KOJ,11,17.82916641,63.29793549,30.86590767,789,61.72021866,422.5956726,4,0.00028537,0.996385313,0.003329317,327,1368,7.221835825,327,2.788615837,3.734810309,327,28.57627119
Site 114,KOJ,11,17.94583321,63.62025452,30.98989296,798,62.47982407,529.4171753,4,0.000665863,0.995941404,0.003392733,328,1187,7.0800265,328,2.839808052,3.743854237,328,30.17857143
MIO_01,TZRR,11,20.67499924,153.2155304,33.87075806,716,112.4824142,35494.75391,2,0.449232623,0.525526383,0.025240994,329,6,1.945910149,329,3.979525938,5.238258141,329,23.55172414
MIO_02,TZRR,11,20.76666641,150.3682404,33.95554352,715,112.3732224,32599.15625,2,0.470446474,0.509544647,0.020008879,330,5,1.791759469,330,3.034191139,4.001391758,330,23.15517241
MIO_03,TZRR,2,20.60416603,155.1752472,33.84059525,716,112.4758224,30113.62891,2,0.825954586,0.156127109,0.017918305,331,9,2.302585093,331,3.193051001,4.123229748,331,21.96428571
MIO_04,TZRR,11,20.45833397,159.3428802,32.86898041,717,112.51828,27136.44336,2,0.637980784,0.339284016,0.0227352,332,10,2.397895273,332,2.977909413,3.878868315,332,23
MIO_05,TZRR,2,20.27083397,160.1343079,32.3611412,718,112.9087448,25120.11523,2,0.811402118,0.178578223,0.010019659,333,8,2.197224577,333,2.574986334,3.357752415,333,23.56896552
MIO_06,TZRR,2,19.95416641,164.9856415,31.02211571,728,112.6729126,25442.07031,2,0.663030726,0.319624568,0.017344706,334,5,1.791759469,334,3.560401699,4.610724828,334,23.85454545
MIO_07,TZRR,2,19.92499924,167.1621552,30.55295372,725,113.6165009,26245.00977,2,0.704554104,0.277813015,0.017632881,335,8,2.197224577,335,3.185739569,4.090899092,335,22.98214286
MIO_08,TZRR,2,20.60416603,155.3362732,31.50336647,723,113.5200958,39588.67188,2,0.979864921,0.016520278,0.003614802,336,3,1.386294361,336,2.502165432,3.160113769,336,21.16363636
MIO_09,TZRR,2,20.53750038,152.8535309,33.36847687,716,113.5185165,37412.67969,2,0.369097079,0.602581586,0.028321335,337,4,1.609437912,337,3.187215776,4.151484347,337,22.72413793
MIO_10,TZRR,2,20.15833282,164.7013092,31.44754219,722,112.6412811,23076.11523,2,0.975648424,0.019753948,0.004597628,338,3,1.386294361,338,3.196757448,4.102887,338,25.25862069
MIO_11,TZRR,2,19.67083359,164.9718628,28.59319305,732,113.5403061,29101.9668,2,0.971685849,0.02723612,0.00107803,339,11,2.48490665,339,5.735012534,7.446037591,339,23.66071429
MIO_12,TZRR,11,20.69166756,152.7599487,33.45861053,716,112.4955826,38610.46875,2,0.723383337,0.265294472,0.011322191,340,0,0,340,2.870943025,3.681452444,340,21.65517241
MIO_13,TZRR,11,20.59166718,152.6557922,33.36847687,719,112.8859329,36254.19141,2,0.226939785,0.753051971,0.020008244,341,5,1.791759469,341,6.064179852,8.350452184,341,24.56140351
MIO_14,TZRR,11,20.27499962,154.1324463,32.44858551,718,113.0000916,32855.92578,2,0.192668696,0.799340436,0.007990868,342,7,2.079441542,342,8.054378494,10.76911244,342,26.01724138
MIO_15,TZRR,11,20.89999962,152.1811066,34.13705444,709,112.3620834,33087.58984,2,0.665905342,0.318360614,0.015734044,343,5,1.791759469,343,2.486636673,3.110215663,343,22.61818182
MIO_16,TZRR,11,20.73333359,156.7327423,33.65120697,709,112.6798859,28371.18945,2,0.353002727,0.630540935,0.016456338,344,8,2.197224577,344,2.517838011,3.180284015,344,22.73684211
MIO_17,TZRR,11,20.87916756,149.764328,33.94923782,710,112.7966003,35114.91406,2,0.742564525,0.246527998,0.010907477,345,5,1.791759469,345,2.947403551,3.806327662,345,22.07272727
MIO_18,TZRR,9,20.44583321,157.5012054,32.38840485,725,112.4459,29919.52148,2,0.46429251,0.517726898,0.017980592,346,7,2.079441542,346,3.573436051,4.635186889,346,24.3
MIO_19,TZRR,2,19.70416641,168.0565033,28.53124237,732,113.3923187,26905.85938,2,0.926752703,0.063290738,0.009956559,347,8,2.197224577,347,3.504306743,4.649833383,347,22.17241379
MIO_20,TZRR,2,20.05833435,168.4533081,30.86149406,726,112.7251663,23108.98242,2,0.79458225,0.191175538,0.014242213,348,0,0,348,4.5716224,5.956591006,348,24.84482759
MIO_21,TZRR,11,20.76666641,168.8104706,32.12507629,717,112.046608,20700.29883,2,0.099445061,0.87953068,0.021024259,349,0,0,349,6.435282532,8.590087427,349,23.37288136
MIO_22,TZRR,11,20.27499962,166.248703,31.03674507,711,113.2863693,21221.44141,2,0.908257754,0.082862942,0.008879305,350,3,1.386294361,350,3.964626569,5.191348028,350,24.59649123
MIO_23,TZRR,11,20.45000076,160.4114075,32.25693512,719,112.5577621,27034.97852,2,0.298817412,0.680035509,0.021147078,351,5,1.791759469,351,3.065949658,4.03721885,351,24.2
MIO_24,TZRR,4,20.22083282,162.5291443,30.67564964,726,112.6974411,26950.25391,2,0.458869791,0.525591425,0.015538784,352,5,1.791759469,352,3.993186481,5.30249337,352,25.74137931
MIO_25,TZRR,11,20.42083359,164.9580841,32.29470062,711,112.7279129,22143.75,2,0.684687827,0.294701462,0.020610711,353,6,1.945910149,353,2.476681803,3.11405397,353,23.36842105
MIO_26,TZRR,2,20.58749962,158.7325592,33.52187347,718,112.2475815,27213.61523,2,0.607693283,0.362529333,0.029777383,354,8,2.197224577,354,2.893355568,3.78245585,354,22.82758621
RGI_01,TZRR,2,22.17083359,143.2172241,34.32953644,615,112.5483246,713.0758667,4,0.85359589,0.125634196,0.020769914,355,0,0,355,3.246297212,4.275484481,355,23.39655172
RGI_02,TZRR,11,22.21666718,142.0360565,34.43188477,606,112.799263,1970.225708,4,0.834686628,0.14964476,0.015668612,356,0,0,356,3.052676612,3.9730023,356,23.66666667
RGI_03,TZRR,2,22.07500076,141.0754089,34.5745697,607,112.3952255,5904.798828,4,0.800513699,0.18604135,0.013444952,357,0,0,357,2.898291409,3.753714507,357,21.58181818
RGI_04,TZRR,11,22.14166641,141.5150604,34.56021881,610,112.5388565,3524.447021,4,0.558339412,0.421141099,0.020519489,358,0,0,358,2.89694982,3.802557469,358,21.24561404
RGI_05,TZRR,2,22.03750038,144.1767426,34.12861633,604,112.8321991,8945.358398,4,0.87393386,0.115793145,0.010272995,359,0,0,359,2.365886034,3.007582612,359,21.12068966
RGI_06,TZRR,2,21.80833244,141.6595306,33.93981171,615,114.0677032,5338.959473,4,0.985026806,0.012657425,0.002315769,360,5,1.791759469,360,2.704874559,3.426646911,360,22.03389831
RGI_07,TZRR,2,22.14999962,142.3344421,34.53081131,615,112.1897583,1007.21106,4,0.843862988,0.140215668,0.015921345,361,5,1.791759469,361,2.966680686,3.909158577,361,22.74137931
RGI_08,TZRR,9,21.89999962,142.1746521,33.94632339,615,112.7700119,6100.659668,4,0.897704211,0.089516743,0.012779046,362,5,1.791759469,362,2.805661642,3.655419066,362,22.4
RGI_09,TZRR,2,21.79166603,140.7905273,33.66769028,622,112.2546539,5677.803711,4,0.917110604,0.073788686,0.00910071,363,5,1.791759469,363,2.777696306,3.518432367,363,21.62068966
RGI_10,TZRR,2,21.95000076,140.8255005,33.54848862,624,112.5538559,848.1209717,4,0.966863267,0.030219432,0.002917301,364,5,1.791759469,364,2.932938946,3.792348825,364,22.17241379
RGI_11,TZRR,11,21.92916679,140.6552582,33.77112579,634,111.2151489,1956.96228,4,0.787012081,0.192947966,0.020039953,365,5,1.791759469,365,3.411133955,4.475028131,365,22.70175439
RGI_12,TZRR,2,22.11666679,144.5106659,34.29970551,599,112.9267807,9642.453125,4,0.780522611,0.198515888,0.020961502,366,0,0,366,2.690249609,3.482362372,366,21.75
RGI_13,TZRR,11,22.01666641,143.5955963,34.16778564,602,112.7771606,12959.60156,4,0.710375234,0.275065817,0.014558949,367,0,0,367,2.386084261,3.068144889,367,22.06896552
RGI_14,TZRR,2,21.97083282,143.6292267,33.97859955,607,112.6108398,9896.345703,4,0.916989029,0.077684064,0.005326907,368,0,0,368,2.188000464,2.80236984,368,21.81034483
RGI_15,TZRR,11,21.76250076,144.6645813,32.06937027,621,112.2234268,9496.917969,4,0.97517202,0.019247233,0.005580746,369,0,0,369,4.890618862,6.155211495,369,22.10714286
RGI_16,TZRR,2,21.48333359,145.8413391,30.38709641,617,112.6564636,13427.80762,4,0.979072201,0.017281289,0.00364651,370,0,0,370,6.481773153,8.838245263,370,23.25454545
RGI_17,TZRR,2,21.25416756,143.5184174,31.41152573,620,112.7451477,12275.69922,4,0.975430365,0.020384871,0.004184764,371,0,0,371,9.089690158,12.1645474,371,23.63157895
RGI_18,TZRR,2,21.41250038,142.6872711,31.41623688,616,112.5851593,16127.22266,4,0.868970985,0.124020929,0.007008086,372,0,0,372,8.185371613,11.41786233,372,23.13793103
RGI_19,TZRR,2,21.89583397,143.7715759,33.76944733,603,112.6745758,16190.31152,4,0.731282702,0.257111146,0.011606152,373,0,0,373,2.645378646,3.432156832,373,23.53448276
RGI_20,TZRR,2,21.65416718,145.1559906,32.55369568,608,112.6799622,17829.33203,4,0.948506564,0.043503076,0.007990361,374,0,0,374,5.588392925,7.535560232,374,23.22413793
RGI_21,TZRR,2,22.24166679,143.0326385,35.08637238,595,112.7072754,8353.319336,4,0.312771558,0.667914116,0.019314326,375,0,0,375,2.028977394,2.58396381,375,22.72727273
RGI_22,TZRR,11,22.24166679,143.5876923,34.62664032,611,112.1527786,901.9776001,4,0.350781522,0.631305285,0.017913192,376,0,0,376,2.948218901,3.840263015,376,23.13333333
RGI_23,TZRR,11,21.99583244,142.5332336,34.51541519,609,113.0757523,5495.549805,4,0.834649415,0.149589319,0.015761266,377,0,0,377,2.93781779,3.787006324,377,20.65517241
RGI_24,TZRR,11,22.02916718,140.6229401,33.95316696,627,111.1004486,5931.62207,4,0.803292207,0.17961242,0.017095373,378,5,1.791759469,378,2.850245919,3.611965218,378,22.41818182
RGI_25,TZRR,2,21.98749924,140.2615356,35.37874222,611,112.4321136,9021.150391,4,0.452170329,0.533910397,0.013919275,379,5,1.791759469,379,2.16455547,2.688955196,379,26.70689655
RGI_26,TZRR,11,22.01666641,140.5077515,34.38501358,615,112.9942017,11907.90332,4,0.501855082,0.487553512,0.010591406,380,0,0,380,2.177740851,2.746602477,380,24.27272727
RGI_27,TZRR,2,21.64166641,144.0302124,31.57720375,611,112.638916,13403.03223,4,0.885407086,0.103999493,0.010593422,381,0,0,381,3.036921221,3.912344117,381,23.81034483
RGI_28,TZRR,2,21.53750038,142.4322052,34.03009033,615,112.758194,8859.124023,4,0.971270017,0.025558903,0.00317108,382,5,1.791759469,382,4.283745753,5.597649908,382,21.77586207
RGI_29,TZRR,2,21.68333244,140.3782959,33.64534378,606,113.3660736,14721.93262,4,0.766340025,0.223448451,0.010211524,383,0,0,383,1.88497796,2.373062094,383,22.78571429
RGI_30,TZRR,2,21.54166603,143.524353,32.80025482,609,112.6396179,17743.21875,4,0.968511178,0.026573648,0.004915174,384,0,0,384,4.213190058,5.418782149,384,24
RGI_31,TZRR,11,22.28333282,143.2311401,35.70742416,597,111.7753983,8482.525391,4,0.161112344,0.831277547,0.007610109,385,0,0,385,2.039512806,2.566515465,385,24.13333333
RGI_32,TZRR,2,21.52916718,139.6661072,32.87060547,639,112.0698853,3904.089355,4,1,0,0,386,5,1.791759469,386,7.012878179,9.439736695,386,23.10909091
RGI_33,TZRR,11,22.27499962,143.8512573,35.15224457,601,112.9106216,1517.982178,4,0.354535942,0.621143419,0.024320639,387,0,0,387,2.871692451,3.725133639,387,24.43636364
RGI_34,TZRR,2,21.54999924,144.3480682,32.26766205,610,112.0416565,18848.12695,4,1,0,0,388,0,0,388,3.588874628,4.82142187,388,22.48214286
RGI_35,TZRR,2,21.89583397,141.990036,33.73416901,624,112.3178329,3496.892334,4,0.995148863,0.003519452,0.001331685,389,5,1.791759469,389,3.789973089,5.009684637,389,21.98275862
RGI_36,TZRR,11,21.95000076,141.1639862,34.19071198,621,112.4793243,10609.99023,4,0.87652207,0.113616185,0.009861745,390,0,0,390,2.295376002,2.85628203,390,21.72413793
RGI_37,TZRR,11,22.29166603,143.1755829,35.26715088,603,112.1110229,2271.929443,4,0.291888635,0.678209031,0.029902334,391,0,0,391,2.563333167,3.318816311,391,26.14545455
RGI_38,TZRR,11,21.92916679,139.6173096,35.2091217,605,113.0063019,13298.99414,4,0.397317607,0.596055677,0.006626716,392,0,0,392,1.749055394,2.149244491,392,24.56666667
RGI_39,TZRR,11,22.23749924,141.7283783,35.17917252,599,112.4444427,5280.097656,4,0.539895979,0.45144615,0.008657871,393,0,0,393,2.154234876,2.734210873,393,24.23214286
RGI_40,TZRR,2,21.87916756,143.4392242,33.50132751,609,112.8593979,12662.20898,4,0.914760651,0.077784475,0.007454874,394,0,0,394,2.238635712,2.874523709,394,20.85714286
RNP_01,TZRR,11,22.30833244,164.452713,35.3583374,639,108.0337143,3188.972168,2,0.078540174,0.910932843,0.010526983,395,208,5.342334252,395,4.640514927,6.10507773,395,20.56896552
RNP_02,TZRR,2,22.24583435,165.439621,34.98436356,629,108.6432877,3586.188965,2,0.379800222,0.594767718,0.02543206,396,272,5.609471795,396,2.854519765,3.659018979,396,17.79310345
RNP_03,TZRR,11,22.34583282,163.6995239,35.00090408,627,108.0576477,4944.600098,2,0.090378639,0.902644764,0.006976597,397,259,5.560681631,397,2.830067125,3.48153319,397,20.01724138
RNP_04,TZRR,11,22.36666679,162.9602814,34.76623917,621,108.2822647,6100.049805,2,0.47599721,0.513602638,0.010400152,398,268,5.59471138,398,2.705134123,3.407478426,398,20.21428571
RNP_05,TZRR,11,22.52083397,162.8783417,35.23176575,620,107.8055878,7464.693848,2,0.481560171,0.503947994,0.014491834,399,270,5.602118821,399,2.79741901,3.634817577,399,20.35087719
RNP_06,TZRR,11,22.47083282,162.7666931,35.1417923,611,108.0509262,7196.889648,2,0.211225622,0.7797368,0.009037577,400,91,4.521788577,400,2.644662426,3.460993863,400,20.82758621
RNP_07,TZRR,2,22.44583321,160.3895569,34.76691818,608,108.422699,5304.702637,2,0.592034753,0.382725053,0.025240194,401,28,3.36729583,401,6.158986198,8.244550494,401,20.96428571
RNP_08,TZRR,11,22.77916718,159.6083221,38.04905701,603,107.6989746,2606.958252,2,0.195117311,0.79115409,0.013728599,402,53,3.988984047,402,2.040841978,2.550668681,402,21.68965517
RNP_09,TZRR,11,22.82500076,158.5803528,37.40812302,600,107.9257507,647.4439087,2,0.319505233,0.652775135,0.027719632,403,61,4.127134385,403,2.091444667,2.683554134,403,21.84482759
RNP_10,TZRR,7,22.82916641,156.9084625,37.20468903,600,107.77668,3472.334961,2,0.818873668,0.171296296,0.009830036,404,99,4.605170186,404,1.977937956,2.48690641,404,20.43333333
RNP_11,TZRR,2,22.81666756,157.3550415,35.90903091,600,107.8382721,5028.168457,2,0.886189948,0.107658158,0.006151895,405,182,5.209486153,405,2.271234851,2.957142093,405,20.20689655
RNP_12,TZRR,6,22.92916679,158.5940704,36.13262558,605,107.514183,8167.753906,2,0.510575551,0.473981291,0.015443158,406,647,6.473890696,406,2.171233628,2.724452679,406,21.81034483
RNP_13,TZRR,2,22.89583397,158.5940704,36.65664673,612,107.4547806,7764.376953,2,0.264823388,0.704863974,0.030312639,407,824,6.715383386,407,2.20214475,2.737076296,407,22.10169492
RNP_14,TZRR,11,22.875,161.0406494,36.9269371,621,107.2271347,7654.181152,2,0.183810007,0.797862896,0.018327097,408,1202,7.092573716,408,2.103782934,2.658683637,408,23.4
RNP_15,TZRR,2,22.45000076,164.2752686,35.52050018,641,107.4612198,1008.441589,2,0.52435312,0.458491882,0.017154997,409,399,5.991464547,409,2.378699888,2.974670517,409,20.31034483
RNP_16,TZRR,2,22.52083397,164.7374878,34.47862625,635,107.548584,199.2135162,2,0.920381762,0.067093665,0.012524574,410,1024,6.932447892,410,2.175922397,2.713844313,410,20.01724138
RNP_17,TZRR,11,22.57500076,161.4634857,35.6114006,644,106.8299866,2223.373535,2,0.587871483,0.39106854,0.021059977,411,1105,7.008505182,411,1.95365966,2.459133918,411,18.96428571
RNP_18,TZRR,11,22.57916641,165.3846436,33.52145767,627,107.7902908,1093.408203,2,0.621793042,0.367044049,0.011162909,412,1095,6.999422468,412,1.784097847,2.238535943,412,20.50847458
RNP_19,TZRR,2,22.65416718,163.9492645,35.52180862,628,107.4144058,2789.433838,2,0.796574691,0.184617824,0.018807485,413,1609,7.383989458,413,1.844149698,2.282125028,413,20.65517241
RNP_20,TZRR,2,22.74583435,161.6317291,35.61445618,632,106.9451675,4879.96875,2,0.381219675,0.609298196,0.00948213,414,1856,7.526717561,414,2.048263507,2.556209478,414,20.89285714
RNP_21,TZRR,11,22.85000038,159.6302643,36.35825729,622,107.306282,8117.797852,2,0.372261154,0.609030662,0.018708184,415,1717,7.448916103,415,2.463528562,3.088243726,415,21.88333333
RNP_22,TZRR,11,22.90416718,159.5655823,36.98363876,617,107.3875198,9514.921875,2,0.371825359,0.612384667,0.015789974,416,1403,7.247080585,416,2.120490615,2.658508016,416,23.5
RNP_23,TZRR,11,22.99583244,156.5168915,36.57526016,605,107.3028793,6619.541992,2,0.346969841,0.616940982,0.036089176,417,828,6.720220155,417,2.323811114,3.005066469,417,21.63793103
RNP_24,TZRR,2,22.74166679,156.5949402,35.94606018,600,108.1360474,8130.31543,2,0.706313219,0.275263976,0.018422805,418,582,6.368187186,418,3.719530788,4.950656022,418,19.86206897
RNP_25,TZRR,2,22.80416679,161.4488373,37.23496628,625,106.8782959,5591.524414,2,0.285157117,0.692995529,0.021847354,419,1407,7.249925537,419,1.94902959,2.387465349,419,22.62068966
RNP_26,TZRR,11,22.67916679,164.3784332,35.98254395,629,107.1342545,3541.997314,2,0.521040114,0.451022673,0.027937213,420,1358,7.214504414,420,1.8216725,2.244648984,420,20.55172414
RNP_27,TZRR,2,22.9375,159.1186676,35.94871521,589,107.8520889,4094.794678,2,0.79873795,0.194729833,0.006532217,421,774,6.652863029,421,1.677957191,2.085301739,421,19.84745763
RNP_28,TZRR,11,23.12083244,159.835968,36.4118576,586,107.8357391,253.9483948,2,0.442950466,0.520136995,0.036912539,422,447,6.104793232,422,2.276023082,2.909305174,422,22.55172414
RNP_29,TZRR,3,22.94166565,158.6710815,36.48045731,590,107.9522781,519.9625244,2,0.383483912,0.600634015,0.015882073,423,179,5.192956851,423,2.2378758,2.885346777,423,21.61818182
RNP_30,TZRR,2,22.96666718,159.3927917,36.98774338,591,107.8443527,1848.772217,2,0.668633235,0.303771371,0.027595394,424,393,5.976350909,424,2.348912686,3.004304821,424,20.86206897
RNP_31,TZRR,2,22.86666679,157.3550415,36.06002426,598,108.051384,5025.20752,2,0.929950848,0.061201839,0.008847313,425,139,4.941642423,425,2.56484047,3.277342878,425,20.43103448
RNP_32,TZRR,11,22.79999924,160.0710144,38.64463043,611,106.9244308,4170.419434,2,0.098173516,0.890379249,0.011447235,426,92,4.532599493,426,1.886363298,2.319997365,426,24.0877193
RNP_33,TZRR,11,22.76666641,161.6580963,37.22834778,621,106.9953232,7779.536133,2,0.144691781,0.834855403,0.020452816,427,675,6.516193076,427,1.934469264,2.395110059,427,25.67272727
RNP_34,TZRR,11,22.62916756,163.4494324,35.70015717,625,107.2579651,5421.25293,2,0.425256016,0.558986716,0.015757268,428,714,6.572282543,428,1.754500811,2.218901742,428,22.74137931
RNP_35,TZRR,11,22.85000038,159.6017914,38.11258698,597,107.5788116,2650.831299,2,0.091869094,0.907528382,0.000602524,429,89,4.49980967,429,1.744639253,2.168980246,429,23.96551724
RNP_36,TZRR,2,22.47083282,164.7926788,35.08930588,627,108.3243484,3138.008057,2,0.716251784,0.267670842,0.016077374,430,698,6.549650742,430,2.24686648,2.785475314,430,20.54385965
RNP_37,TZRR,11,22.57083321,165.3708954,34.39002228,633,107.2257385,1842.724976,2,0.429944184,0.559875682,0.010180134,431,1029,6.937314081,431,2.013647537,2.53895206,431,20.62068966
RNP_38,TZRR,11,22.48749924,166.3119354,34.79825211,638,107.3105698,1725.958252,2,0.605606113,0.375939373,0.018454514,432,800,6.685860947,432,2.205917223,2.766336443,432,19.89655172
RNP_39,TZRR,11,22.85416603,159.6510162,35.92731476,607,107.748642,7552.563477,2,0.36798706,0.598997812,0.033015128,433,836,6.72982407,433,3.762475798,4.899752988,433,20.69491525
RNP_40,TZRR,2,22.83749962,159.7458954,38.64522552,611,107.217392,6346.169922,2,0.199289498,0.779141688,0.021568814,434,211,5.356586275,434,2.036648169,2.50819393,434,23.81034483
RNP_41,TZRR,11,22.46666718,165.6026611,35.52050018,638,107.3105698,1135.691772,2,0.351185946,0.627536783,0.02127727,435,403,6.001414878,435,2.560333333,3.180335249,435,20.37931034
RNP_42,TZRR,11,22.88750076,157.7991486,36.13262558,610,107.9158478,9313.231445,2,0.351363348,0.630247305,0.018389347,436,891,6.793466133,436,2.621936712,3.369538645,436,21.53448276
RNP_43,TZRR,11,23.03750038,156.5265808,36.79942322,597,108.2134552,4904.558105,2,0.228581394,0.74535481,0.026063796,437,862,6.760414691,437,4.992172711,6.841254687,437,22.27586207
RNP_44,TZRR,11,22.85833359,158.4417725,36.7406044,600,107.9419403,3249.837158,2,0.371464807,0.623493976,0.005041218,438,88,4.48863637,438,1.831596183,2.268316706,438,22.5
RNP_45,TZRR,11,22.85833359,156.9138947,35.20287323,600,107.8771591,6578.949219,2,0.76528412,0.224378488,0.010337392,439,455,6.12249281,439,2.414543476,3.090688328,439,20.125
WMA_01,TZRR,2,23.125,151.6500244,34.48348236,523,107.2014618,9071.599609,NA,0.998890192,0.00079272,0.000317088,440,1418,7.257707677,440,1.761141744,2.128980714,440,23.31034483
WMA_02,TZRR,2,23.09166718,151.9095612,35.13547897,531,107.272377,8737.760742,NA,0.497368421,0.475301205,0.027330374,441,587,6.376726948,441,2.198915587,2.823759953,441,21.68965517
WMA_03,TZRR,2,22.9375,153.5211792,35.28762436,530,107.7465515,7371.067871,6,0.716994894,0.26239178,0.020613326,442,374,5.926926026,442,2.975217688,3.867120835,442,20.76785714
WMA_04,TZRR,2,22.86249924,154.9065094,34.37052155,538,107.7209854,6873.046387,6,0.848432001,0.142087072,0.009480927,443,237,5.472270674,443,2.756850956,3.576080215,443,22.96551724
WMA_05,TZRR,2,23.53750038,154.9358368,37.52625656,500,107.9991608,3099.835205,6,0.716700495,0.275371052,0.007928454,444,39,3.688879454,444,2.35138405,3.061674803,444,22.63793103
WMA_06,TZRR,11,23.57500076,155.1465607,36.77886581,507,107.8473053,2154.82373,6,0.139898509,0.850523311,0.00957818,445,46,3.850147602,445,3.658327328,4.839904447,445,23.26315789
WMA_07,TZRR,11,23.72500038,156.0958405,37.36659241,510,108.0682068,563.4608765,6,0.194944818,0.734428517,0.070626665,446,46,3.850147602,446,2.844959741,3.712409862,446,24.73214286
WMA_08,TZRR,11,23.32083321,155.8766632,37.54091263,518,107.8909378,3151.810303,6,0.269523568,0.714997145,0.015479287,447,15,2.772588722,447,3.700809535,4.877976279,447,22.0877193
